accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0.00,0.00,-0.28,-0.00,-0.00,0.00
0.00,0.00,-0.29,0.00,-0.01,0.00
0.00,-0.01,-0.32,0.00,-0.00,0.00
0.00,0.00,-0.31,0.00,0.00,0.00
0.00,0.00,-0.32,0.00,-0.00,0.00
0.00,0.01,-0.30,0.00,0.00,0.00
0.02,0.01,-0.32,-0.00,0.00,0.00
0.00,0.00,-0.30,-0.00,0.00,-0.00
0.03,0.00,-0.30,0.00,0.00,0.00
0.02,0.00,-0.31,0.00,-0.00,0.00
0.01,0.00,-0.34,-0.00,0.00,-0.00
0.03,0.00,-0.32,-0.00,-0.00,0.00
0.01,0.00,-0.28,0.00,0.00,0.00
0.00,0.00,-0.27,0.00,0.00,0.00
0.00,0.01,-0.32,0.00,-0.00,0.00
0.00,0.00,-0.29,0.00,-0.00,0.00
0.00,0.00,-0.30,-0.00,0.00,0.00
-0.01,0.00,-0.28,0.00,-0.00,0.00
0.01,0.00,-0.32,0.00,-0.00,0.00
0.01,0.00,-0.29,0.00,-0.00,0.00
0.01,0.00,-0.30,0.00,-0.00,0.00
0.01,0.00,-0.31,-0.00,-0.00,0.00
0.00,0.01,-0.33,0.00,-0.00,0.00
0.00,0.00,-0.34,0.00,0.00,0.00
-0.02,0.00,-0.28,0.00,0.00,0.00
0.00,0.02,-0.28,0.00,-0.00,0.00
0.00,0.01,-0.34,0.00,-0.00,-0.00
0.01,0.00,-0.28,0.00,-0.00,0.00
0.02,0.01,-0.30,-0.00,-0.00,0.00
0.01,0.00,-0.35,0.00,-0.00,0.00
0.00,0.01,-0.28,0.00,-0.00,-0.00
0.03,0.01,-0.29,0.00,0.00,-0.00
0.00,-0.03,-0.30,0.00,0.00,0.00
-0.01,0.00,-0.34,0.00,0.00,-0.00
0.00,0.00,-0.32,0.00,0.01,0.00
0.01,0.00,-0.38,0.00,0.00,0.00
0.00,0.00,-0.30,0.00,0.00,-0.00
0.00,0.00,-0.17,-0.00,0.00,0.00
-0.01,0.00,-0.21,0.00,-0.00,0.00
0.00,0.00,-0.32,-0.00,-0.00,0.00
0.03,0.03,-0.30,0.00,0.01,0.00
0.00,0.00,-0.38,0.00,0.00,0.00
0.01,0.02,-0.26,0.00,0.00,0.00
-0.01,0.01,-0.39,-0.00,0.00,-0.00
0.00,0.00,-0.23,0.00,0.00,-0.00
0.00,-0.02,-0.27,-0.00,0.00,0.00
-0.01,-0.02,-0.34,0.00,0.00,0.00
-0.02,0.02,-0.30,0.00,0.00,0.00
0.00,0.01,-0.27,0.00,0.00,0.00
0.02,0.02,-0.37,0.00,-0.00,-0.00
0.01,-0.01,-0.29,0.00,0.00,0.00
0.02,0.00,-0.32,0.01,0.00,0.00
0.01,-0.03,-0.34,0.00,0.00,-0.00
0.02,0.00,-0.36,0.00,0.00,0.00
0.00,0.01,-0.34,0.00,-0.00,0.00
0.00,0.00,-0.23,0.00,-0.00,0.00
0.00,0.00,-0.26,-0.00,-0.01,0.00
0.01,0.01,-0.26,0.00,-0.00,0.00
0.02,0.01,-0.33,0.00,-0.00,0.00
0.00,-0.01,-0.25,-0.00,0.00,0.00
0.01,-0.01,-0.39,-0.00,0.00,-0.00
0.00,0.00,-0.25,0.00,0.00,0.00
0.01,0.00,-0.33,-0.00,-0.00,0.00
0.02,0.01,-0.29,-0.00,0.00,0.00
0.01,0.01,-0.32,0.00,0.00,0.00
0.01,0.02,-0.29,0.00,0.00,-0.00
-0.01,0.00,-0.33,-0.00,-0.00,-0.00
0.00,0.00,-0.26,-0.00,0.00,-0.00
0.01,0.00,-0.31,0.00,-0.00,0.00
0.00,0.00,-0.28,0.00,0.00,0.00
0.01,0.00,-0.33,-0.00,0.00,0.00
0.01,0.01,-0.30,-0.00,0.00,0.00
0.02,0.00,-0.30,0.00,0.00,0.00
0.01,0.00,-0.29,0.00,-0.00,0.00
-0.01,-0.01,-0.29,0.00,-0.00,0.00
0.00,0.00,-0.31,-0.00,0.00,0.00
0.01,0.00,-0.31,0.00,0.00,0.00
0.00,0.01,-0.27,0.00,0.00,0.00
0.02,0.00,-0.31,0.00,0.00,0.00
0.01,0.00,-0.32,0.00,-0.00,0.00
0.00,0.00,-0.29,0.00,0.00,0.00
0.00,0.00,-0.29,0.00,0.00,-0.00
0.00,0.00,-0.29,0.00,0.00,0.00
0.00,-0.01,-0.30,0.00,-0.00,0.00
0.00,0.01,-0.30,0.00,-0.00,0.00
0.00,0.01,-0.34,0.00,0.00,-0.00
0.02,0.00,-0.33,-0.00,0.00,0.00
0.00,0.00,-0.30,0.00,-0.00,0.00
0.02,-0.01,-0.35,0.00,0.00,0.00
0.00,0.04,-0.45,0.00,0.00,0.00
0.01,0.00,-0.61,-0.01,0.00,-0.00
0.00,0.01,-0.37,0.01,0.00,0.00
0.02,-0.02,-0.23,-0.01,0.00,0.00
-0.01,0.02,-0.14,-0.00,0.00,-0.00
0.03,-0.01,-0.46,0.00,0.00,0.00
-0.01,0.00,-0.22,-0.00,0.00,0.00
0.01,0.01,-0.29,-0.00,0.00,0.00
0.00,0.00,-0.37,0.00,0.00,0.00
-0.01,-0.01,-0.26,0.00,0.00,0.00
0.01,0.00,-0.27,0.00,0.01,0.00
0.00,0.00,-0.36,-0.00,-0.00,0.00
0.01,0.00,-0.31,0.00,0.00,0.00
0.00,0.00,-0.36,-0.00,0.00,0.00
-0.01,-0.02,-0.31,0.00,0.00,-0.00
0.00,-0.03,-0.25,-0.00,0.00,0.00
0.00,0.00,-0.30,0.00,0.00,0.00
0.01,0.01,-0.28,0.00,0.00,-0.00
0.01,-0.01,-0.34,0.00,0.00,0.00
0.01,0.00,-0.33,0.00,-0.00,0.00
-0.01,0.00,-0.29,0.00,0.00,-0.00
-0.01,0.01,-0.37,0.00,0.00,0.00
0.00,0.00,-0.33,0.00,-0.00,-0.00
0.01,0.00,-0.26,0.00,-0.00,0.00
0.01,0.00,-0.33,-0.00,0.00,0.00
0.01,0.03,-0.32,0.00,-0.00,0.00
0.01,0.01,-0.28,-0.00,0.00,0.00
0.01,0.00,-0.34,-0.00,0.00,0.00
0.00,0.00,-0.31,-0.00,0.00,-0.00
-0.01,0.00,-0.30,0.00,0.00,0.00
-0.01,0.00,-0.29,0.00,0.00,0.00
0.00,0.00,-0.32,-0.00,0.00,-0.00
0.00,0.04,-0.26,-0.00,0.00,-0.00
0.03,0.01,-0.38,0.00,-0.00,-0.00
0.03,0.00,-0.34,-0.00,0.00,0.00
0.00,0.00,-0.28,-0.00,-0.00,0.00
-0.01,0.00,-0.32,0.00,0.00,0.00
-0.01,-0.02,-0.29,0.00,-0.00,0.00
-0.01,-0.01,-0.31,0.00,-0.00,0.00
0.02,0.00,-0.43,0.00,0.00,0.00
0.02,0.05,-0.76,0.00,0.00,0.00
0.06,0.03,-0.68,-0.02,0.01,0.00
0.02,-0.02,-0.38,0.02,-0.00,0.00
-0.03,0.00,-0.12,-0.01,-0.01,0.00
0.00,0.00,-0.10,0.00,0.00,0.00
0.00,0.01,-0.64,0.01,-0.01,0.00
0.05,0.02,-0.20,0.00,0.00,-0.00
0.02,0.05,-0.45,0.01,-0.00,0.00
0.01,-0.03,-0.20,0.00,-0.00,-0.00
-0.02,0.06,-0.32,-0.00,0.00,-0.00
-0.02,-0.01,-0.40,0.01,0.00,-0.00
0.02,-0.06,-0.18,0.00,0.00,0.00
0.07,0.00,-0.33,-0.01,-0.00,0.00
0.02,0.01,-0.36,0.00,0.00,0.00
0.00,0.00,-0.27,-0.00,-0.00,0.00
0.03,0.02,-0.32,0.00,-0.00,0.00
0.02,0.00,-0.33,0.00,-0.00,0.00
-0.01,-0.01,-0.34,-0.00,-0.00,-0.00
-0.01,0.02,-0.35,0.00,0.00,-0.00
0.00,0.00,-0.20,-0.00,0.00,0.00
0.00,0.00,-0.27,0.00,0.00,0.00
0.03,0.01,-0.36,-0.00,0.00,0.00
0.00,0.00,-0.25,-0.00,0.00,0.00
0.01,-0.01,-0.30,0.00,0.00,0.00
0.01,-0.02,-0.37,0.00,0.00,0.00
0.00,-0.01,-0.26,-0.00,-0.00,-0.00
-0.01,0.00,-0.33,0.00,0.00,0.00
-0.02,0.02,-0.29,0.00,0.00,-0.00
0.02,0.00,-0.32,-0.00,0.00,0.00
0.04,0.00,-0.35,0.00,0.00,0.00
0.01,0.00,-0.30,-0.00,-0.00,-0.00
0.01,0.00,-0.25,-0.00,-0.00,0.00
0.02,0.00,-0.37,-0.00,-0.00,0.00
0.01,0.00,-0.30,-0.00,-0.00,0.00
0.00,0.00,-0.27,0.00,-0.00,-0.00
0.03,0.00,-0.27,0.00,-0.00,0.00
0.00,0.01,-0.33,-0.00,-0.00,0.00
-0.02,0.00,-0.29,-0.00,0.00,-0.00
0.00,0.00,-0.31,-0.00,-0.00,-0.00
0.01,0.00,-0.31,0.00,0.00,-0.00
0.01,0.00,-0.32,0.00,0.00,0.00
0.00,0.00,-0.32,-0.00,0.00,-0.00
0.01,0.01,-0.29,0.00,-0.00,0.00
0.00,0.03,-0.31,0.00,0.00,-0.00
0.02,0.00,-0.31,0.00,-0.00,0.00
-0.01,0.00,-0.31,-0.00,-0.00,0.00
-0.02,0.00,-0.31,-0.00,0.00,0.00
0.00,0.00,-0.26,0.00,0.00,0.00
0.02,0.00,-0.37,0.00,0.00,-0.00
0.04,0.00,-0.32,-0.00,0.00,-0.00
0.00,0.01,-0.36,0.00,-0.00,-0.00
0.00,0.00,-0.35,-0.00,0.00,0.00
0.00,0.01,-0.29,-0.00,0.00,0.00
0.00,-0.01,-0.38,-0.00,0.00,0.00
-0.01,0.00,-0.33,0.00,0.00,0.00
-0.01,0.00,-0.27,-0.00,-0.00,0.00
0.00,0.01,-0.31,0.00,0.00,0.00
0.00,0.00,-0.30,0.00,0.00,0.00
0.01,0.00,-0.28,0.00,0.00,0.00
-0.01,-0.01,-0.27,-0.00,0.00,-0.00
0.00,0.01,-0.33,0.00,0.00,0.00
0.00,-0.01,-0.34,-0.00,0.00,0.00
0.00,0.01,-0.26,0.00,0.00,0.00
0.01,0.00,-0.26,0.00,0.00,0.00
0.02,0.01,-0.35,0.00,-0.00,-0.00
0.00,0.00,-0.32,0.00,0.00,0.00
0.00,0.01,-0.24,-0.00,0.00,0.00
